ts_id,ds,y,water_prod,tubing_pressure,casing_pressure
WL01,2020-07-28 00:00:00,230.79,8.69,168.0,135.0
WL01,2020-07-27 00:00:00,234.5,8.9,108.0,135.0
WL01,2020-07-26 00:00:00,231.5,8.3,104.0,134.0
WL01,2020-07-25 00:00:00,232.1,8.0,108.0,134.0
WL01,2020-07-24 00:00:00,232.14,8.5,110.0,138.0
WL01,2020-07-23 00:00:00,235.36,8.69,107.0,132.0
WL01,2020-07-22 00:00:00,232.79,8.9,110.0,133.0
WL01,2020-07-21 00:00:00,238.29,8.69,110.0,133.0
WL01,2020-07-20 00:00:00,233.93,8.8,106.0,133.0
WL01,2020-07-19 00:00:00,240.0,8.4,103.0,133.0
WL01,2020-07-18 00:00:00,234.75,8.19,106.0,144.0
WL01,2020-07-17 00:00:00,236.73,8.3,106.0,131.0
WL01,2020-07-16 00:00:00,241.09,9.0,107.0,137.0
WL01,2020-07-15 00:00:00,241.04,9.09,104.0,131.0
WL01,2020-07-14 00:00:00,239.3,8.8,112.0,131.0
WL01,2020-07-13 00:00:00,239.17,9.19,136.0,131.0
WL01,2020-07-12 00:00:00,242.48,9.5,104.0,131.0
WL01,2020-07-11 00:00:00,243.34,9.5,102.0,131.0
WL01,2020-07-10 00:00:00,239.34,9.3,102.0,131.0
WL01,2020-07-09 00:00:00,239.9,9.3,108.0,131.0
WL01,2020-07-08 00:00:00,241.95,9.3,126.0,129.0
WL01,2020-07-07 00:00:00,240.78,9.3,105.0,130.0
WL01,2020-07-06 00:00:00,241.69,9.3,110.0,131.0
WL01,2020-07-05 00:00:00,240.37,9.09,105.0,132.0
WL01,2020-07-04 00:00:00,241.74,9.19,106.0,132.0
WL01,2020-07-03 00:00:00,242.16,9.4,105.0,133.0
WL01,2020-07-02 00:00:00,241.92,9.4,104.0,133.0
WL01,2020-07-01 00:00:00,241.4,9.3,108.0,131.0
WL01,2020-06-30 00:00:00,241.48,9.3,105.0,131.0
WL01,2020-06-29 00:00:00,240.78,9.0,104.0,133.0
WL01,2020-06-28 00:00:00,241.35,9.19,105.0,131.0
WL01,2020-06-27 00:00:00,242.93,9.59,132.0,132.0
WL01,2020-06-26 00:00:00,243.12,9.69,106.0,130.0
WL01,2020-06-25 00:00:00,242.99,9.9,107.0,132.0
WL01,2020-06-24 00:00:00,243.1,9.8,105.0,131.0
WL01,2020-06-23 00:00:00,242.37,9.69,111.0,133.0
WL01,2020-06-22 00:00:00,242.12,9.5,107.0,132.0
WL01,2020-06-21 00:00:00,242.73,9.69,106.0,131.0
WL01,2020-06-20 00:00:00,242.0,9.59,104.0,131.0
WL01,2020-06-19 00:00:00,242.12,9.59,106.0,132.0
WL01,2020-06-18 00:00:00,242.76,9.5,114.0,132.0
WL01,2020-06-17 00:00:00,242.92,9.5,112.0,132.0
WL01,2020-06-16 00:00:00,241.59,9.59,103.0,133.0
WL01,2020-06-15 00:00:00,243.4,9.9,128.0,132.0
WL01,2020-06-14 00:00:00,243.79,10.0,107.0,131.0
WL01,2020-06-13 00:00:00,243.53,10.0,106.0,132.0
WL01,2020-06-12 00:00:00,243.92,10.0,107.0,132.0
WL01,2020-06-11 00:00:00,243.82,10.0,106.0,133.0
WL01,2020-06-10 00:00:00,245.44,10.69,107.0,132.0
WL01,2020-06-09 00:00:00,245.11,10.8,103.0,133.0
WL01,2020-06-08 00:00:00,246.28,10.9,116.0,133.0
WL01,2020-06-07 00:00:00,246.35,11.4,138.0,133.0
WL01,2020-06-06 00:00:00,248.41,12.0,103.0,133.0
WL01,2020-06-05 00:00:00,251.25,13.0,100.0,134.0
WL01,2020-06-04 00:00:00,241.5,10.19,102.0,135.0
WL01,2020-06-03 00:00:00,237.44,8.19,125.0,144.0
WL01,2020-06-02 00:00:00,239.62,8.4,118.0,151.0
WL01,2020-06-01 00:00:00,240.08,8.5,122.0,142.0
WL01,2020-05-31 00:00:00,241.45,6.9,124.0,142.0
WL01,2020-05-30 00:00:00,227.39,7.5,128.0,149.0
WL01,2020-05-29 00:00:00,238.38,8.09,140.0,140.0
WL01,2020-05-28 00:00:00,237.03,7.9,120.0,141.0
WL01,2020-05-27 00:00:00,238.6,8.09,120.0,141.0
WL01,2020-05-26 00:00:00,241.75,8.59,118.0,140.0
WL01,2020-05-25 00:00:00,236.75,8.09,121.0,139.0
WL01,2020-05-24 00:00:00,239.5,8.5,145.0,139.0
WL01,2020-05-23 00:00:00,239.66,8.3,122.0,139.0
WL01,2020-05-22 00:00:00,240.01,8.3,116.0,140.0
WL01,2020-05-21 00:00:00,240.6,8.5,116.0,138.0
WL01,2020-05-20 00:00:00,238.49,7.79,117.0,138.0
WL01,2020-05-19 00:00:00,237.62,7.29,120.0,141.0
WL01,2020-05-18 00:00:00,237.62,6.4,144.0,139.0
WL01,2020-05-17 00:00:00,238.39,7.0,115.0,140.0
WL01,2020-05-16 00:00:00,238.28,7.09,115.0,137.0
WL01,2020-05-15 00:00:00,239.97,7.5,120.0,134.0
WL01,2020-05-14 00:00:00,240.62,7.5,120.0,134.0
WL01,2020-05-13 00:00:00,240.96,7.7,111.0,134.0
WL01,2020-05-12 00:00:00,241.15,7.5,11.0,134.0
WL01,2020-05-11 00:00:00,242.74,7.9,111.0,133.0
WL01,2020-05-10 00:00:00,242.7,7.9,110.0,133.0
WL01,2020-05-09 00:00:00,243.96,8.09,109.0,132.0
WL01,2020-05-08 00:00:00,245.81,9.0,107.0,131.0
WL01,2020-05-07 00:00:00,243.63,8.19,116.0,131.0
WL01,2020-05-06 00:00:00,240.86,7.09,115.0,135.0
WL01,2020-05-05 00:00:00,243.8,8.19,108.0,132.0
WL01,2020-05-04 00:00:00,244.08,8.09,139.0,131.0
WL01,2020-05-03 00:00:00,245.55,8.5,139.0,131.0
WL01,2020-05-02 00:00:00,242.05,8.8,106.0,131.0
WL01,2020-05-01 00:00:00,241.7,8.3,112.0,134.0
WL01,2020-04-30 00:00:00,242.7,8.5,137.0,133.0
WL01,2020-04-29 00:00:00,241.05,8.09,129.0,134.0
WL01,2020-04-28 00:00:00,243.0,8.4,119.0,133.0
WL01,2020-04-27 00:00:00,241.87,8.3,107.0,132.0
WL01,2020-04-26 00:00:00,243.67,8.8,108.0,132.0
WL01,2020-04-25 00:00:00,242.0,8.69,108.0,136.0
WL01,2020-04-24 00:00:00,242.42,8.4,104.0,133.0
WL01,2020-04-23 00:00:00,247.32,8.8,117.0,133.0
WL01,2020-04-22 00:00:00,241.22,8.5,117.0,132.0
WL01,2020-04-21 00:00:00,237.32,9.19,109.0,130.0
WL01,2020-04-20 00:00:00,236.77,9.19,109.0,132.0
WL01,2020-04-19 00:00:00,246.26,9.4,109.0,132.0
WL01,2020-04-18 00:00:00,250.19,7.29,109.0,132.0
WL01,2020-04-17 00:00:00,221.1,9.5,108.0,130.0
WL01,2020-04-16 00:00:00,238.23,9.0,108.0,130.0
WL01,2020-04-15 00:00:00,242.94,8.9,108.0,131.0
WL01,2020-04-14 00:00:00,246.27,8.8,108.0,131.0
WL01,2020-04-13 00:00:00,238.71,9.0,106.0,130.0
WL01,2020-04-12 00:00:00,238.53,9.4,103.0,129.0
WL01,2020-04-11 00:00:00,241.85,9.5,104.0,129.0
WL01,2020-04-10 00:00:00,247.71,9.5,105.0,130.0
WL01,2020-04-09 00:00:00,239.97,9.4,107.0,130.0
WL01,2020-04-08 00:00:00,241.65,9.3,110.0,130.0
WL01,2020-04-07 00:00:00,246.37,9.69,109.0,131.0
WL01,2020-04-06 00:00:00,238.09,9.19,106.0,133.0
WL01,2020-04-05 00:00:00,240.52,8.3,121.0,134.0
WL01,2020-04-04 00:00:00,245.19,9.3,111.0,133.0
WL01,2020-04-03 00:00:00,238.62,8.5,107.0,132.0
WL01,2020-04-02 00:00:00,244.0,8.5,117.0,133.0
WL01,2020-04-01 00:00:00,245.31,8.3,109.0,133.0
WL01,2020-03-31 00:00:00,239.26,8.4,109.0,132.0
WL01,2020-03-30 00:00:00,242.99,8.19,107.0,131.0
WL01,2020-03-29 00:00:00,244.59,8.69,108.0,131.0
WL01,2020-03-28 00:00:00,245.51,8.69,109.0,130.0
WL01,2020-03-27 00:00:00,246.58,8.69,106.0,131.0
WL01,2020-03-26 00:00:00,244.79,8.0,106.0,131.0
WL01,2020-03-25 00:00:00,245.0,9.0,109.0,132.0
WL01,2020-03-24 00:00:00,242.95,8.4,108.0,131.0
WL01,2020-03-23 00:00:00,245.9,8.8,107.0,132.0
WL01,2020-03-22 00:00:00,241.32,8.8,109.0,132.0
WL01,2020-03-21 00:00:00,233.49,8.69,109.0,132.0
WL01,2020-03-20 00:00:00,236.24,8.8,109.0,132.0
WL01,2020-03-19 00:00:00,234.91,8.19,109.0,132.0
WL01,2020-03-18 00:00:00,235.5,8.3,108.0,134.0
WL01,2020-03-17 00:00:00,238.52,8.59,109.0,132.0
WL01,2020-03-16 00:00:00,237.08,8.5,109.0,133.0
WL01,2020-03-15 00:00:00,236.69,8.69,109.0,136.0
WL01,2020-03-14 00:00:00,235.33,9.0,128.0,132.0
WL01,2020-03-13 00:00:00,237.81,9.0,106.0,132.0
WL01,2020-03-12 00:00:00,235.68,9.0,106.0,132.0
WL01,2020-03-11 00:00:00,237.48,9.4,107.0,131.0
WL01,2020-03-10 00:00:00,238.7,9.59,107.0,131.0
WL01,2020-03-09 00:00:00,239.28,10.0,105.0,130.0
WL01,2020-03-08 00:00:00,241.46,10.0,107.0,131.0
WL01,2020-03-07 00:00:00,250.83,10.09,107.0,131.0
WL01,2020-03-06 00:00:00,247.86,10.4,110.0,132.0
WL01,2020-03-05 00:00:00,242.21,9.59,106.0,132.0
WL01,2020-03-04 00:00:00,239.36,8.09,107.0,135.0
WL01,2020-03-03 00:00:00,247.15,7.5,108.0,135.0
WL01,2020-03-02 00:00:00,242.29,7.4,121.0,137.0
WL01,2020-03-01 00:00:00,241.69,7.59,108.0,135.0
WL01,2020-02-29 00:00:00,246.63,8.0,110.0,134.0
WL01,2020-02-28 00:00:00,250.7,8.59,112.0,136.0
WL01,2020-02-27 00:00:00,235.02,7.79,111.0,136.0
WL01,2020-02-26 00:00:00,249.47,7.79,120.0,136.0
WL01,2020-02-25 00:00:00,245.51,7.2,112.0,136.0
WL01,2020-02-24 00:00:00,241.71,7.29,108.0,137.0
WL01,2020-02-23 00:00:00,247.57,8.0,112.0,137.0
WL01,2020-02-22 00:00:00,244.47,8.5,110.0,138.0
WL01,2020-02-21 00:00:00,248.31,9.0,110.0,138.0
WL01,2020-02-20 00:00:00,256.67,8.69,116.0,139.0
WL01,2020-02-19 00:00:00,289.99,2.9,109.0,140.0
WL01,2020-02-18 00:00:00,317.12,3.0,110.0,186.0
WL01,2020-02-17 00:00:00,336.3,2.7,108.0,145.0
WL01,2020-02-16 00:00:00,337.16,2.7,115.0,147.0
WL01,2020-02-15 00:00:00,305.4,2.0,113.0,150.0
WL01,2020-02-14 00:00:00,241.39,6.7,110.0,158.0
WL01,2020-02-13 00:00:00,259.13,6.59,113.0,149.0
WL01,2020-02-12 00:00:00,268.5,5.79,109.0,141.0
WL01,2020-02-11 00:00:00,264.36,6.5,111.0,139.0
WL01,2020-02-10 00:00:00,275.02,7.4,105.0,142.0
WL01,2020-02-09 00:00:00,282.0,7.0,105.0,142.0
WL01,2020-02-08 00:00:00,282.0,7.59,142.0,144.0
WL01,2020-02-07 00:00:00,345.2,7.0,131.0,142.0
WL01,2020-02-06 00:00:00,344.28,7.0,112.0,150.0
WL01,2020-02-05 00:00:00,345.4,7.9,113.0,144.0
WL01,2020-02-04 00:00:00,345.96,8.19,117.0,144.0
WL01,2020-02-03 00:00:00,336.11,7.0,115.0,147.0
WL01,2020-02-02 00:00:00,334.69,7.7,120.0,143.0
WL01,2020-02-01 00:00:00,340.96,7.7,154.0,147.0
WL01,2020-01-31 00:00:00,345.93,7.5,114.0,143.0
WL01,2020-01-30 00:00:00,347.07,7.09,118.0,144.0
WL01,2020-01-29 00:00:00,338.88,6.59,117.0,148.0
WL01,2020-01-28 00:00:00,359.82,7.4,111.0,143.0
WL01,2020-01-27 00:00:00,360.41,7.09,115.0,143.0
WL01,2020-01-26 00:00:00,348.76,6.79,113.0,144.0
WL01,2020-01-25 00:00:00,330.33,8.09,121.0,140.0
WL01,2020-01-24 00:00:00,313.99,9.4,114.0,132.0
WL01,2020-01-23 00:00:00,300.64,9.8,109.0,134.0
WL01,2020-01-22 00:00:00,300.42,9.8,113.0,132.0
WL01,2020-01-21 00:00:00,299.79,9.5,116.0,133.0
WL01,2020-01-20 00:00:00,294.94,10.0,111.0,135.0
WL01,2020-01-19 00:00:00,290.9,10.4,119.0,133.0
WL01,2020-01-18 00:00:00,291.33,10.9,109.0,134.0
WL01,2020-01-17 00:00:00,293.13,10.69,108.0,133.0
WL01,2020-01-16 00:00:00,287.75598881579900,9.3,108.0,139.0
WL01,2020-01-15 00:00:00,288.74,10.09,125.0,139.0
WL01,2020-01-14 00:00:00,329.98,10.19,108.0,135.0
WL01,2020-01-13 00:00:00,321.68,7.4,111.0,145.0
WL01,2020-01-12 00:00:00,291.0,9.3,109.0,138.0
WL01,2020-01-11 00:00:00,294.63,10.09,112.0,135.0
WL01,2020-01-10 00:00:00,294.46,11.19,105.0,136.0
WL01,2020-01-09 00:00:00,329.6,10.5,128.0,135.0
WL01,2020-01-08 00:00:00,333.63,6.5,112.0,149.0
WL01,2020-01-07 00:00:00,295.85,10.4,116.0,137.0
WL01,2020-01-06 00:00:00,295.0,8.9,113.0,137.0
WL01,2020-01-05 00:00:00,315.0,6.4,118.0,137.0
WL01,2020-01-04 00:00:00,270.0,6.29,164.0,217.0
WL01,2020-01-03 00:00:00,305.0,8.0,113.0,135.0
WL01,2020-01-02 00:00:00,288.0,8.69,118.0,137.0
WL01,2020-01-01 00:00:00,289.98,9.3,118.0,137.0
WL01,2019-12-31 00:00:00,290.62,8.9,111.0,132.0
WL01,2019-12-30 00:00:00,289.19,8.5,110.0,134.0
WL01,2019-12-29 00:00:00,293.65,9.8,125.0,136.0
WL01,2019-12-28 00:00:00,295.2,9.0,107.0,133.0
WL01,2019-12-27 00:00:00,310.43,8.0,110.0,136.0
WL01,2019-12-26 00:00:00,338.81,3.2,111.0,132.0
WL01,2019-12-25 00:00:00,265.14,4.5,108.0,193.0
WL01,2019-12-24 00:00:00,295.71,9.0,118.0,133.0
WL01,2019-12-23 00:00:00,298.06,8.9,119.0,136.0
WL01,2019-12-22 00:00:00,301.49,9.4,139.0,133.0
WL01,2019-12-21 00:00:00,302.13,9.3,109.0,133.0
WL01,2019-12-20 00:00:00,313.41,8.19,109.0,132.0
WL01,2019-12-19 00:00:00,299.82,8.9,110.0,147.0
WL01,2019-12-18 00:00:00,300.79,9.4,133.0,131.0
WL01,2019-12-17 00:00:00,298.19,9.19,109.0,131.0
WL01,2019-12-16 00:00:00,297.0,9.4,115.0,133.0
WL01,2019-12-15 00:00:00,298.47,9.0,108.0,130.0
WL01,2019-12-14 00:00:00,301.42,9.4,111.0,129.0
WL01,2019-12-13 00:00:00,300.28,9.09,122.0,130.0
WL01,2019-12-12 00:00:00,301.7,9.09,124.0,130.0
WL01,2019-12-11 00:00:00,297.99,9.0,118.0,132.0
WL01,2019-12-10 00:00:00,297.16,9.5,109.0,129.0
WL01,2019-12-09 00:00:00,299.64,9.3,109.0,130.0
WL01,2019-12-08 00:00:00,295.21,9.59,115.0,132.0
WL01,2019-12-07 00:00:00,299.0,9.5,112.0,129.0
WL01,2019-12-06 00:00:00,299.0,9.5,111.0,130.0
WL01,2019-12-05 00:00:00,301.0,9.3,107.0,129.0
WL01,2019-12-04 00:00:00,297.0,9.3,109.0,131.0
WL01,2019-12-03 00:00:00,301.0,9.5,111.0,130.0
WL01,2019-12-02 00:00:00,0.0,9.8,109.0,129.0
WL01,2019-12-01 00:00:00,295.6,9.5,110.0,129.0
WL01,2019-11-30 00:00:00,300.08,10.0,108.0,130.0
WL01,2019-11-29 00:00:00,294.1,9.59,108.0,130.0
WL01,2019-11-28 00:00:00,297.87,9.59,137.0,130.0
WL01,2019-11-27 00:00:00,296.07,9.9,114.0,131.0
WL01,2019-11-26 00:00:00,296.36,9.4,109.0,129.0
WL01,2019-11-25 00:00:00,302.03,9.0,137.0,131.0
WL01,2019-11-24 00:00:00,302.53,9.3,109.0,131.0
WL01,2019-11-23 00:00:00,298.82,9.69,110.0,129.0
WL01,2019-11-22 00:00:00,303.03,9.59,118.0,130.0
WL01,2019-11-21 00:00:00,300.33,9.5,106.0,130.0
WL01,2019-11-20 00:00:00,301.72,9.4,111.0,132.0
WL01,2019-11-19 00:00:00,298.78,9.4,109.0,131.0
WL01,2019-11-18 00:00:00,297.14,10.09,109.0,130.0
WL01,2019-11-17 00:00:00,297.72,9.69,136.0,130.0
WL01,2019-11-16 00:00:00,300.9,9.9,109.0,131.0
WL01,2019-11-15 00:00:00,297.33,9.8,109.0,131.0
WL01,2019-11-14 00:00:00,298.61,9.5,111.0,129.0
WL01,2019-11-13 00:00:00,303.4,9.0,111.0,129.0
WL01,2019-11-12 00:00:00,301.98,9.59,112.0,130.0
WL01,2019-11-11 00:00:00,301.89,9.69,106.0,130.0
WL01,2019-11-10 00:00:00,300.34,10.0,108.0,129.0
WL01,2019-11-09 00:00:00,296.41,9.69,108.0,130.0
WL01,2019-11-08 00:00:00,302.66,9.59,110.0,130.0
WL01,2019-11-07 00:00:00,301.93,9.5,106.0,130.0
WL01,2019-11-06 00:00:00,315.36,7.9,106.0,129.0
WL01,2019-11-05 00:00:00,260.0,5.59,108.0,128.0
WL01,2019-11-04 00:00:00,298.68,9.0,107.0,129.0
WL01,2019-11-03 00:00:00,295.66,9.09,140.0,129.0
WL01,2019-11-02 00:00:00,299.42,9.69,108.0,130.0
WL01,2019-11-01 00:00:00,297.73,9.09,111.0,131.0
WL01,2019-10-31 00:00:00,300.49,9.5,129.0,131.0
WL01,2019-10-30 00:00:00,292.15,9.59,110.0,128.0
WL01,2019-10-29 00:00:00,292.03,9.9,107.0,129.0
WL01,2019-10-28 00:00:00,291.83,9.5,107.0,129.0
WL01,2019-10-27 00:00:00,297.09,9.4,120.0,129.0
WL01,2019-10-26 00:00:00,300.86,9.69,113.0,129.0
WL01,2019-10-25 00:00:00,299.38,9.5,108.0,129.0
WL01,2019-10-24 00:00:00,299.05,9.5,105.0,131.0
WL01,2019-10-23 00:00:00,294.75,9.4,111.0,129.0
WL01,2019-10-22 00:00:00,301.78,9.4,107.0,135.0
WL01,2019-10-21 00:00:00,294.02,9.69,106.0,130.0
WL01,2019-10-20 00:00:00,294.33,9.8,107.0,130.0
WL01,2019-10-19 00:00:00,299.18,8.9,109.0,129.0
WL01,2019-10-18 00:00:00,295.48,9.19,139.0,132.0
WL01,2019-10-17 00:00:00,298.78,9.9,108.0,129.0
WL01,2019-10-16 00:00:00,296.49,9.8,107.0,130.0
WL01,2019-10-15 00:00:00,294.05,9.69,104.0,129.0
WL01,2019-10-14 00:00:00,300.08,9.9,108.0,130.0
WL01,2019-10-13 00:00:00,295.4,9.3,110.0,131.0
WL01,2019-10-12 00:00:00,299.43,10.3,116.0,135.0
WL01,2019-10-11 00:00:00,301.0,9.9,110.0,131.0
WL01,2019-10-10 00:00:00,294.05,9.5,111.0,131.0
WL01,2019-10-09 00:00:00,299.02,9.59,123.0,132.0
WL01,2019-10-08 00:00:00,301.04,9.59,108.0,131.0
WL01,2019-10-07 00:00:00,296.68,9.5,107.0,130.0
WL01,2019-10-06 00:00:00,302.33,9.59,120.0,130.0
WL01,2019-10-05 00:00:00,294.67,9.5,109.0,130.0
WL01,2019-10-04 00:00:00,298.89,9.5,135.0,131.0
WL01,2019-10-03 00:00:00,302.17,9.5,105.0,132.0
WL01,2019-10-02 00:00:00,297.0,9.69,133.0,131.0
WL01,2019-10-01 00:00:00,304.87,10.09,105.0,132.0
WL01,2019-09-30 00:00:00,295.77,10.0,130.0,132.0
WL01,2019-09-29 00:00:00,301.72,9.8,108.0,131.0
WL01,2019-09-28 00:00:00,299.12,9.9,135.0,131.0
WL01,2019-09-27 00:00:00,298.72,9.59,107.0,131.0
WL01,2019-09-26 00:00:00,305.44,9.59,106.0,132.0
WL01,2019-09-25 00:00:00,299.87,8.19,107.0,131.0
WL01,2019-09-24 00:00:00,299.16,9.59,110.0,133.0
WL01,2019-09-23 00:00:00,301.26,9.3,105.0,132.0
WL01,2019-09-22 00:00:00,294.9,9.3,104.0,132.0
WL01,2019-09-21 00:00:00,303.06,9.4,105.0,132.0
WL01,2019-09-20 00:00:00,300.34,9.59,106.0,131.0
WL01,2019-09-19 00:00:00,299.44,9.69,109.0,133.0
WL01,2019-09-18 00:00:00,303.3,9.5,106.0,133.0
WL01,2019-09-17 00:00:00,299.92,9.59,106.0,133.0
WL01,2019-09-16 00:00:00,302.58,9.5,106.0,132.0
WL01,2019-09-15 00:00:00,304.05,9.8,107.0,131.0
WL01,2019-09-14 00:00:00,299.17,10.0,106.0,131.0
WL01,2019-09-13 00:00:00,303.0,9.4,129.0,132.0
WL01,2019-09-12 00:00:00,303.96,9.9,105.0,131.0
WL01,2019-09-11 00:00:00,303.42,10.09,108.0,133.0
WL01,2019-09-10 00:00:00,300.9,10.19,105.0,132.0
WL01,2019-09-09 00:00:00,299.59,10.5,133.0,131.0
WL01,2019-09-08 00:00:00,304.85,10.59,105.0,132.0
WL01,2019-09-07 00:00:00,297.77,10.4,113.0,133.0
WL01,2019-09-06 00:00:00,305.29,10.69,126.0,133.0
WL01,2019-09-05 00:00:00,304.56,10.4,104.0,133.0
WL01,2019-09-04 00:00:00,297.24,10.59,108.0,133.0
WL01,2019-09-03 00:00:00,298.69,10.69,128.0,134.0
WL01,2019-09-02 00:00:00,300.13,10.8,107.0,134.0
WL01,2019-09-01 00:00:00,304.63,10.4,106.0,142.0
WL01,2019-08-31 00:00:00,363.93,4.29,111.0,134.0
WL01,2019-08-30 00:00:00,148.87,3.6,117.0,141.0
WL01,2019-08-29 00:00:00,319.86,9.09,108.0,137.0
WL01,2019-08-28 00:00:00,343.66,9.3,113.0,138.0
WL01,2019-08-27 00:00:00,342.72,9.4,138.0,140.0
WL01,2019-08-26 00:00:00,344.15,9.5,107.0,140.0
WL01,2019-08-25 00:00:00,350.24,9.09,145.0,140.0
WL01,2019-08-24 00:00:00,354.18,9.4,112.0,139.0
WL01,2019-08-23 00:00:00,353.82,9.0,109.0,140.0
WL01,2019-08-22 00:00:00,360.32,8.4,114.0,139.0
WL01,2019-08-21 00:00:00,337.3,7.5,106.0,140.0
WL01,2019-08-20 00:00:00,336.0,9.4,108.0,139.0
WL01,2019-08-19 00:00:00,337.14,9.4,135.0,137.0
WL01,2019-08-18 00:00:00,336.6,9.19,107.0,138.0
WL01,2019-08-17 00:00:00,336.84,9.19,107.0,138.0
WL01,2019-08-16 00:00:00,333.82,9.5,108.0,138.0
WL01,2019-08-15 00:00:00,338.13,9.8,108.0,137.0
WL01,2019-08-14 00:00:00,336.94,9.5,107.0,137.0
WL01,2019-08-13 00:00:00,331.85,9.4,109.0,137.0
WL01,2019-08-12 00:00:00,330.26,10.0,122.0,138.0
WL01,2019-08-11 00:00:00,333.47,9.9,107.0,138.0
WL01,2019-08-10 00:00:00,335.12,10.0,104.0,139.0
WL01,2019-08-09 00:00:00,338.25,10.0,105.0,138.0
WL01,2019-08-08 00:00:00,337.63,9.8,125.0,137.0
WL01,2019-08-07 00:00:00,335.45,9.19,123.0,140.0
WL01,2019-08-06 00:00:00,337.44,9.19,114.0,140.0
WL01,2019-08-05 00:00:00,337.85,9.0,121.0,142.0
WL01,2019-08-04 00:00:00,338.44,9.69,112.0,142.0
WL01,2019-08-03 00:00:00,338.29,9.59,140.0,139.0
WL01,2019-08-02 00:00:00,337.81,9.09,137.0,140.0
WL01,2019-08-01 00:00:00,337.34,9.4,110.0,138.0
WL01,2019-07-31 00:00:00,336.0,9.59,107.0,140.0
WL01,2019-07-30 00:00:00,340.85,9.8,112.0,138.0
WL01,2019-07-29 00:00:00,340.74,8.0,106.0,138.0
WL01,2019-07-28 00:00:00,340.1,9.9,108.0,139.0
WL01,2019-07-27 00:00:00,340.69,10.0,115.0,138.0
WL01,2019-07-26 00:00:00,342.48,9.5,112.0,139.0
WL01,2019-07-25 00:00:00,340.17,8.9,110.0,138.0
WL01,2019-07-24 00:00:00,340.83,8.9,116.0,146.0
WL01,2019-07-23 00:00:00,347.09,9.5,110.0,140.0
WL01,2019-07-22 00:00:00,320.69,9.3,109.0,138.0
WL01,2019-07-21 00:00:00,318.55,10.0,109.0,138.0
WL01,2019-07-20 00:00:00,326.15,9.9,116.0,138.0
WL01,2019-07-19 00:00:00,329.08,10.0,107.0,140.0
WL01,2019-07-18 00:00:00,331.17,5.79,108.0,139.0
WL01,2019-07-17 00:00:00,335.11,9.09,113.0,138.0
WL01,2019-07-16 00:00:00,332.26,9.19,109.0,141.0
WL01,2019-07-15 00:00:00,333.16,9.19,111.0,139.0
WL01,2019-07-14 00:00:00,337.49,9.19,110.0,137.0
WL01,2019-07-13 00:00:00,331.0,9.19,114.0,139.0
WL01,2019-07-12 00:00:00,333.31,9.09,111.0,137.0
WL01,2019-07-11 00:00:00,338.79,9.3,109.0,138.0
WL01,2019-07-10 00:00:00,332.09,9.5,108.0,138.0
WL01,2019-07-09 00:00:00,334.39,8.9,118.0,138.0
WL01,2019-07-08 00:00:00,339.1,9.5,106.0,141.0
WL01,2019-07-07 00:00:00,339.01,9.59,107.0,137.0
WL01,2019-07-06 00:00:00,338.99,9.5,106.0,138.0
WL01,2019-07-05 00:00:00,337.44,9.09,105.0,138.0
WL01,2019-07-04 00:00:00,340.12,9.4,105.0,138.0
WL01,2019-07-03 00:00:00,340.68,9.5,142.0,139.0
WL01,2019-07-02 00:00:00,338.44,8.19,139.0,139.0
WL01,2019-07-01 00:00:00,338.31,8.3,111.0,140.0
WL01,2019-06-30 00:00:00,337.59,8.3,113.0,140.0
WL01,2019-06-29 00:00:00,341.86,7.9,139.0,139.0
WL01,2019-06-28 00:00:00,359.36,7.5,141.0,141.0
WL01,2019-06-27 00:00:00,392.63,4.09,113.0,141.0
WL01,2019-06-26 00:00:00,454.35,2.6,114.0,140.0
WL01,2019-06-25 00:00:00,296.05,3.39,113.0,150.0
WL01,2019-06-24 00:00:00,297.18,9.4,109.0,155.0
WL01,2019-06-23 00:00:00,299.0,9.09,107.0,130.0
WL01,2019-06-22 00:00:00,300.54,9.3,108.0,127.0
WL01,2019-06-21 00:00:00,301.1,9.69,108.0,127.0
WL01,2019-06-20 00:00:00,267.35,9.69,106.0,128.0
WL01,2019-06-19 00:00:00,232.77,9.4,118.0,129.0
WL01,2019-06-18 00:00:00,260.44,9.4,112.0,127.0
WL01,2019-06-17 00:00:00,259.26,9.5,112.0,128.0
WL01,2019-06-16 00:00:00,260.32,9.69,108.0,126.0
WL01,2019-06-15 00:00:00,261.56,9.3,106.0,126.0
WL01,2019-06-14 00:00:00,255.99,10.09,107.0,126.0
WL01,2019-06-13 00:00:00,257.91,10.19,107.0,126.0
WL01,2019-06-12 00:00:00,265.94,9.9,107.0,125.0
WL01,2019-06-11 00:00:00,263.3,9.9,107.0,127.0
WL01,2019-06-10 00:00:00,260.4,10.4,107.0,127.0
WL01,2019-06-09 00:00:00,262.53,10.5,106.0,126.0
WL01,2019-06-08 00:00:00,267.79,11.3,115.0,127.0
WL01,2019-06-07 00:00:00,265.0,10.9,113.0,127.0
WL01,2019-06-06 00:00:00,259.95,10.0,119.0,131.0
WL01,2019-06-05 00:00:00,256.08,9.3,111.0,132.0
WL01,2019-06-04 00:00:00,256.8,9.69,136.0,133.0
WL01,2019-06-03 00:00:00,258.08,9.5,108.0,131.0
WL01,2019-06-02 00:00:00,256.29,9.5,108.0,133.0
